book_id,Title,Author,Publication Year
11282188,The Crown on Your Head,Nancy Tillman,No year listed
11287129,Fall Mixed Up,Bob Raczka,No year listed
11290587,Dot,Patricia Intriago,2011
11305067,I'm Here,Peter H. Reynolds,2011
11325654,Dinosaur vs. the Library,Bob Shea,2011
11343631,Little Treasures: Endearments from Around the World,Jacqueline K. Ogburn,2012
11345770,Llama Llama Home with Mama,Anna Dewdney,2011
11360892,Balloons Over Broadway: The True Story of the Puppeteer of Macy's Parade,Melissa Sweet,2011
11380885,E-mergency!,Tom Lichtenheld,2011
11380888,A Dog Is a Dog,Stephen Shaskan,2011
11387515,Wonder (Wonder #1),R.J. Palacio,2012
11397479,The Adventures of Beanboy (Beanboy #1),Lisa Harkrader,2012
11398520,I Am Small,Emma Dodd,2011
11435741,"Ivy and Bean: No News Is Good News (Ivy and Bean, #8)",Annie Barrows,2011
11438669,Nothing Like a Puffin,Sue Soltis,2011
11460347,No Ordinary Day,Deborah Ellis,2011
11477054,Is Everyone Ready for Fun?,Jan Thomas,2011
11477109,No Two Alike,Keith  Baker,2011
11492265,Heidi Heckelbeck Has a Secret,Wanda Coven,2012
11507059,Ten Little Caterpillars,Bill Martin Jr.,2011
11522462,The Third Gift,Linda Sue Park,2011
11523324,Georgia in Hawaii: When Georgia O'Keeffe Painted What She Pleased,Amy Novesky,2012
11526654,The Girl Who Never Made Mistakes,Mark Pett,No year listed
11545577,8 Class Pets + 1 Squirrel ÷ 1 Dog = Chaos,Vivian Vande Velde,2011
11607961,"Never Say Genius (The Genius Files, #2)",Dan Gutman,2012
11688640,Plant a Kiss,Amy Krouse Rosenthal,2011
11697763,Malcolm at Midnight,W.H. Beck,2012
11722716,Otto the Book Bear,Katie Cleminson,2012
11722961,Horse Dreams (Backyard Horses #1),Dandi Daley Mackall,2011
11723690,The Moon Over High Street,Natalie Babbitt,2012
11737012,Goodnight iPad: A Parody for the Next Generation,Ann Droyd,2011
11737017,"Up, Tall, and High!",Ethan Long,No year listed
11737020,Frog and Fly,Jeff  Mack,2012
11737022,The Art of Miss Chew,Patricia Polacco,2012
11737285,Meet Me at the Moon,Gianna Marino,2012
11737306,One Cool Friend,Toni Buzzeo,2012
11737313,"Three Times Lucky (Mo & Dale Mysteries, #1)",Sheila Turnage,2012
11737316,The Camping Trip That Changed America,Barb Rosenstock,2012
11737323,When Blue Met Egg,Lindsay  Ward,2012
11768204,Captain Awesome to the Rescue!,Stan Kirby,2012
11777849,Bad Kitty for President,Nick Bruel,No year listed
11822984,"Precious and the Monkeys (Precious Ramotswe's Very First Cases, #1)",Alexander McCall Smith,2011
11853283,Little Goblins Ten,Pamela Jane,2011
11862571,Pangeran Bahagia,Oscar Wilde,2011
11863768,Saint Louis Armstrong Beach,Brenda Woods,2011
11867718,"Listen to My Trumpet! (Elephant & Piggie, #17)",Mo Willems,2012
11889552,Marty McGuire Digs Worms!  (Marty McGuire #2),Kate Messner,2012
11891485,And Then It's Spring,Julie Fogliano,2012
11892327,Postcards from Camp,Simms Taback,2011
11929846,"Nate Rocks the World (Nate Rocks, #1)",Karen Pokras Toz,2011
11974615,A Tale Dark and Grimm,Adam Gidwitz,2011
11982396,Glory Be,Augusta Scattergood,2012
11985915,Crafty Chloe,Kelly DiPucchio,2012
12028642,Go the F--k to Sleep,Adam Mansbach,2011
12046971,See Me Run,Paul Meisel,2011
12052534,"Medusa the Mean (Goddess Girls, #8)",Joan Holub,No year listed
12065943,Extra Yarn,Mac Barnett,2012
12071060,Zero the Hero,Joan Holub,No year listed
12071135,You Are My Cupcake,Joyce Wan,2011
12098668,Chopsticks,Amy Krouse Rosenthal,2012
12127499,Another Brother,Matthew Cordell,2012
12134334,Acoustic Rooster and His Barnyard Band,Kwame Alexander,2011
12160920,The Obstinate Pen,Frank W. Dormer,2012
12173122,James Saves the Moon (A James & Syvok Adventure Book 1),Wendy Nystrom,2012
12177920,"Two for One (Bink & Gollie, #2)",Kate DiCamillo,2012
12180277,Chloe and the Lion,Mac Barnett,2012
12220103,Life in the Ocean: The Story of Oceanographer Sylvia Earle,Claire A. Nivola,2012
12240668,Little Dog Lost: The True Story of a Brave Dog Named Baltic,Monica Carnesi,2012
12264509,Fancy Nancy and the Mermaid Ballet,Jane O'Connor,2012
12267401,Baby Bear Sees Blue,Ashley Wolff,2012
12267708,My Mixed-Up Berry Blue Summer,Jennifer Gennari,2012
12280387,Mrs. Harkness and the Panda,Alicia Potter,2012
12285415,"Chitty Chitty Bang Bang Flies Again (Chitty Chitty Bang Bang, #2)",Frank Cottrell Boyce,No year listed
12292007,Randy Riley's Really Big Hit,Chris Van Dusen,2012
12302160,"The Bell Bandit (The Lemonade War, #3)",Jacqueline Davies,2012
12303608,Double Dog Dare,Lisa Graff,2012
12317217,"Twice Upon a Time (Half Upon a Time, #2)",James  Riley,No year listed
12321949,The Lonely Book,Kate Bernheimer,2012
12329830,A Zeal of Zebras: An Alphabet of Collective Nouns,Woop Studios,2011
12336489,No Bears,Meg McKinlay,2011
12385894,Brothers at Bat: The True Story of an Amazing All-Brother Baseball Team,Audrey Vernick,2012
12394114,Penny and Her Song,Kevin Henkes,2012
12406624,Stitch Head (Stitch Head #1),Guy Bass,2011
12414402,Beep and Bah,James Burks,2012
12426366,Fake Mustache,Tom Angleberger,2012
12429335,Water Sings Blue: Ocean Poems,No listed author,2012
12452420,The Sinister Sweetness of Splendid Academy,Nikki Loftin,2012
12461406,Return of the Library Dragon,Carmen Agra Deedy,2012
12467012,One Special Day: A Story for Big Brothers and Sisters,Lola M. Schaefer,2012
12475143,The Legend of Diamond Lil (J.J. Tully Mystery #2),Doreen Cronin,2012
12476366,The Prince Who Fell from the Sky,John Claude Bemis,2012
12489842,Night Knight,Owen Davey,No year listed
12510896,"Shells, Smells, and the Horrible Flip-Flops of Doom (Justin Case, #2)",Rachel Vail,2012
12534534,Bad Apple (Merits of Mischief #1),T.R. Burns,2012
12535568,"Crush: The Theory, Practice and Destructive Properties of Love (Liar, Liar, #3)",Gary Paulsen,2012
12551093,"The Battle Begins (Underworlds, #1)",Tony Abbott,2012
12559676,You Are a Lion! And Other Fun Yoga Poses,Taeeun Yoo,2012
12564868,Virginia Wolf,Kyo Maclear,2012
12567865,Barnum's Bones: How Barnum Brown Discovered the Most Famous Dinosaur in the World,Tracey E. Fern,2012
12567892,A Home for Bird,Philip C. Stead,No year listed
12576704,Z Is for Moose,Kelly Bingham,2012
12606552,"Showoff (Swindle, #4)",Gordon Korman,2012
12629258,Marisol McDonald Doesn't Match / Marisol McDonald no combina,Monica Brown,2011
12630577,"The Templeton Twins Have an Idea (Templeton Twins, #1)",Ellis Weiner,2012
12654902,Robot Zombie Frankenstein!,Annette Simon,2012
12663253,How to Babysit a Grandpa,Jean Reagan,No year listed
12666682,"Duck, Death and the Tulip",Wolf Erlbruch,2011
12696982,Kate & Pippin: An Unlikely Love Story,Martin Springett,2012
12707195,Letters to Leo,Amy Hest,2012
12711152,"Horten's Miraculous Mechanisms: Magic, Mystery,  a Very Strange Adventure",Lissa Evans,2012
12726826,Isabella: Girl on the Go,Jennifer Fosberry,2012
12750308,The Secret Tree,Natalie Standiford,2012
12758313,Bon Appetit! The Delicious Life of Julia Child,Jessie Hartland,2012
12796641,The Mask of Gold,Alan A. McLean,2001
12814582,Ghost Knight,Cornelia Funke,2012
12823835,The 13-Storey Treehouse,Andy Griffiths,2011
12833657,A Boy Called Dickens,Deborah Hopkinson,2012
12833946,House Held Up by Trees,Ted Kooser,2012
12846739,The Wednesdays,Julie Bourbeau,2012
12849217,Kepler's Dream,Juliet Bell,2012
12865797,Again!,Emily Gravett,2011
12868711,The Easter Bunny's Assistant,Jan Thomas,2012
12875557,Pete the Cat and His Four Groovy Buttons,Eric Litwin,2012
12886238,I'm Fast!,Kate McMullan,2012
12892470,The Year of the Book (Anna Wang #1),Andrea Cheng,2012
12908617,Mrs. Noodlekugel,Daniel Pinkwater,2012
12908814,"Oh No, George!",Chris Haughton,2012
12908947,Outside Your Window: A First Book of Nature,Nicola Davies,2012
12909209,Step Gently Out,Rick Lieder,2012
12909639,Me Want Pet!,Tammi Sauer,2012
12924042,Sway,Amber McRee Turner,2012
12924062,Rebel McKenzie,Candice Ransom,2012
12926229,Prairie Evers,Ellen Airgood,2012
12942286,A Boy and A Bear in a Boat,Dave Shelton,2012
12959724,Oh No! Not Again!: (Or How I Built a Time Machine to Save History),Mac Barnett,2012
12960280,A Leaf Can Be...,Laura Purdie Salas,2012
12962487,"I, Too, Am America",Langston Hughes,2012
12969560,"The Hero's Guide to Saving Your Kingdom (The League of Princes, #1)",Christopher Healy,2012
12975886,Capture the Flag (Silver Jaguar Society Mysteries #1),Kate Messner,2012
12976333,A Tale of Two Mommies,Vanita Oelschlager,2011
12983415,Vampirina Ballerina,Anne Marie Pace,2012
12987098,About Average,Andrew Clements,2012
12987902,The Insomniacs,Karina Wolf,2012
12988705,If All the Animals Came Inside,Eric Pinder,2012
12993697,More,I.C. Springman,2012
12993798,The Beetle Book,Steve Jenkins,2012
12993825,Martin de Porres: The Rose in the Desert,Gary D. Schmidt,2012
13027628,Suppose You Meet a Dinosaur: A First Book of Manners,Judy Sierra,2012
13037808,Zorro Gets an Outfit,Carter Goodrich,2012
13049567,Vote for Me!,Ben Clanton,2012
13089735,Red Knit Cap Girl,Naoko Stoop,2012
13091239,Alice in Wonderland: A BabyLit® Colors Primer,Jennifer Adams,2012
13091791,Larf,Ashley Spires,2012
13092290,Jane Eyre: A BabyLit Counting Primer,Jennifer Adams,2012
13114715,Happy,Mies van Hout,2012
13119900,Oink-a-Doodle-Moo,Jef Czekaj,2012
13119928,"Nancy Clancy, Super Sleuth",Jane O'Connor,2012
13133942,"It's Pumpkin Day, Mouse!",Laura Joffe Numeroff,2012
13152078,A Summer of Sundays,Lindsay Eland,2013
13152282,"The Extraordinary Education of Nicholas Benedict (The Mysterious Benedict Society, #0.5)",Trenton Lee Stewart,2012
13154202,"The Dragonsitter (Dragonsitter, #1)",Josh Lacey,2012
13154232,Rocket Writes a Story,Tad Hills,2012
13155444,Dog Loves Drawing,Louise Yates,2012
13155446,Cecil the Pet Glacier,Matthea Harvey,2012
13156429,Just So Stories - Sekadar Cerita,Rudyard Kipling,2012
13156621,Wumbers,Amy Krouse Rosenthal,2012
13156623,Golden Domes and Silver Lanterns: A Muslim Book of Colors,Hena Khan,2012
13158991,How Many Jelly Beans?,Andrea Menotti,2012
13164526,The Sign of the Beaver,Elizabeth George Speare,No year listed
13165332,"Mom, It's My First Day of Kindergarten!",Hyewon Yum,2012
13170022,Monsieur Marceau: Actor Without Words,Leda Schubert,2012
13170024,The Quiet Place,Sarah Stewart,2012
13170025,Island: A Story of the Galápagos,Jason Chin,2012
13170028,Bear Has a Story to Tell,Philip C. Stead,2012
13170031,Pickle: The (Formerly) Anonymous Prank Club of Fountain Point Middle School,Kim Baker,2012
13195457,Silly Doggy!,Adam Stower,2012
13202090,Magritte's Marvelous Hat,D.B. Johnson,2012
13231509,The Princelings of the East,Jemima Pett,2011
13259214,Peace,Wendy Anderson Halperin,2013
13259987,Creepy Carrots!,Aaron Reynolds,2012
13260509,The Great Lollipop Caper,Dan Krall,2013
13260516,The Pet Project: Cute and Cuddly Vicious Verses,Lisa Wheeler,2013
13260519,Let's Sing a Lullaby with the Brave Cowboy,Jan Thomas,No year listed
13260549,Take Me Out to the Yakyu,Aaron Meshon,2013
13260591,Nightsong,Ari Berk,2012
13260645,A Little Book of Sloth,Lucy Cooke,2013
13260743,The Boy and the Airplane,Mark Pett,2013
13262753,One Year in Coal Harbor (Coal Harbour #2),Polly Horvath,2012
13330367,"The Secret of the Skeleton Key (The Code Busters Club, #1)",Penny Warner,2012
13330633,"Oh, No!",Candace Fleming,2012
13330658,Lemonade in Winter: A Book About Two Kids Counting Money,Emily Jenkins,2012
13356652,The Christmas Quiet Book,Deborah Underwood,2012
13362685,Minette's Feast: The Delicious Story of Julia Child and Her Cat,Susanna Reich,2012
13362829,Surfer Chick,Kristy Dempsey,2012
13363087,Huff & Puff,Claudia Rueda,2012
13389825,Cinnamon,Neil Gaiman,1995
13407153,Love Monster,Rachel Bright,2012
13413437,Parched,Melanie  Crowder,2013
13414506,"Professor Gargoyle (Tales from Lovecraft Middle School, #1)",Charles Gilman,2012
13414820,A Trip to the Bottom of the World with Mouse: TOON Level 1,No listed author,2012
13414838,Alex the Parrot: No Ordinary Bird: A True Story,Stephanie Spinner,2012
13414858,Charley's First Night,Amy Hest,2012
13414859,Because Amelia Smiled,David Ezra Stein,2012
13414867,Rabbit and Robot: The Sleepover,Cece Bell,2012
13414963,"Mr. Terupt Falls Again (Mr. Terupt, #2)",Rob Buyea,2012
13425995,Don't Squish the Sasquatch!,Kent Redeker,2012
13427911,Little Bird,Germano Zullo,2012
13429618,Bedtime Is Canceled,Cece Meng,2012
13429644,"Secrets of Shakespeare’s Grave (The Shakespeare Mysteries, #1)",Deron R. Hicks,2012
13434402,Knees: The mixed up world of a boy with dyslexia,Vanita Oelschlager,2012
13434404,Out of the Blue: A book of color idioms and silly pictures,Vanita Oelschlager,2012
13435621,"Captain Underpants and the Revolting Revenge of the Radioactive Robo-Boxers (Captain Underpants, #10)",Dav Pilkey,2013
13435622,"Captain Underpants and the Terrifying Return of Tippy Tinkletrousers (Captain Underpants, #9)",Dav Pilkey,2012
13436366,Third Grade Angels,Jerry Spinelli,2012
13436380,"3 Below (Floors, #2)",Patrick Carman,2012
13438677,The Spindlers,Lauren Oliver,2012
13447325,Squid and Octopus Friends for Always,Tao Nyeu,2012
13447751,Lionel and the Golden Rule,Paul R. Hewlett,2011
13448343,I'm Bored,Michael Ian Black,2012
13477819,"Who Could That Be at This Hour? (All the Wrong Questions, #1)",Lemony Snicket,2012
13479530,Soonchild,Russell Hoban,2012
13486155,"Nate Rocks the Boat (Nate Rocks, #2)",Karen Pokras Toz,2012
13499968,The Hueys in the New Sweater,Oliver Jeffers,2012
13500155,Animal Masquerade,Marianne Dubuc,2012
13501458,A Color Game for Chester Raccoon  (Chester the Raccoon,Audrey Penn,2012
13503146,Flying the Dragon,Natalie Dias Lorenzi,2012
13510095,"The Lost Treasure of Tuckernuck (Tuckernuck, #1)",Emily Fairlie,2012
13513080,"In a Glass Grimmly (A Tale Dark & Grimm, #2)",Adam Gidwitz,2012
13513201,The Bear in the Book,Kate Banks,2012
13513418,Dogs on Duty: Soldiers' Best Friends on the Battlefield and Beyond,Dorothy Hinshaw Patent,2012
13513661,"Potterwookiee (The Creature from My Closet, #2)",Obert Skye,No year listed
13517555,The One and Only Ivan,Katherine Applegate,2012
13518928,Nighttime Ninja,Barbara DaCosta,2012
13528292,The Monsters' Monster,Patrick McDonnell,2012
13528453,Horseplay,Karma Wilson,2012
13529139,I am a Pole,Stephen Colbert,2012
13531002,Black Dog,Levi Pinfold,2012
13531014,Otter and Odder: A Love Story,James Howe,2012
13531017,Big Mean Mike,Michelle Knudsen,2012
13531032,Goldilocks and Just One Bear,Leigh Hodgkinson,2012
13531092,Sky Color,Peter H. Reynolds,2012
13531513,Harlem's Little Blackbird: The Story of Florence Mills,Renee Watson,2012
13531761,King Arthur's Very Great Grandson,Kenneth Kraegel,2012
13538731,A Is for Musk Ox,Erin Cabatingan,2012
13538808,Don't Feed the Boy,Irene Latham,2012
13542527,I Know a Wee Piggy,Kim Norman,2012
13544433,"Spike, the Mixed-up Monster",Susan Hood,2012
13544449,underGROUND,Denise Fleming,2012
13546400,Olivia and the Fairy Princesses,Ian Falconer,2012
13546433,The Power of Poppy Pendle,Natasha Lowe,2012
13547081,Mousetronaut: Based on a (Partially) True Story,Mark Edward Kelly,2012
13547083,"Pandora the Curious (Goddess Girls, #9)",Joan Holub,2012
13547099,"The Sandman: The Story of Sanderson Mansnoozie (Guardians of Childhood, #2)",William Joyce,No year listed
13547152,"Toothiana: Queen of the Tooth Fairy Armies (The Guardians, #3)",No listed author,2012
13547235,Boot & Shoe,Marla Frazee,2012
13547289,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",Rachel Renee Russell,2012
13548546,The Trees Have Hearts,Mrs. D.,2012
13553362,A Dog Called Homeless,Sarah Lean,2012
13574415,"Yellowfang's Secret (Warriors Super Edition, #5)",Erin Hunter,2012
13576316,"Gustav Gloom and the People Taker (Gustav Gloom, #1)",Adam-Troy Castro,2012
13578457,Are You Sleeping Little One?,Hans-Christian Schmidt,2012
13584622,"Horten's Incredible Illusions: Magic, Mystery & Another Very Strange Adventure (Horten's Miraculous Mechanisms #2)",Lissa Evans,2012
13584764,You Are Stardust,Elin Kelsey,2012
13586747,It's All About Me-Ow,Hudson Talbott,2012
13586755,"Have Fun, Molly Lou Melon",Patty Lovell,2012
13586914,Jangles: A Big Fish Story,David Shannon,2012
13586915,Snakes,Nic Bishop,2012
13588082,Each Kindness,Jacqueline Woodson,2012
13588160,If I Built a House,Chris Van Dusen,2012
13589170,Llama Llama Time to Share,Anna Dewdney,2012
13589175,Baby Penguins Everywhere!,Melissa Guion,2012
13591148,Kel Gilligan's Daredevil Stunt Show,Michael Buckley,2012
13591296,"The Secret of the Fortune Wookiee  (Origami Yoda, #3)",Tom Angleberger,2012
13591670,Unspoken: A Story from the Underground Railroad,Henry Cole,2012
13592095,Bear Despair,No listed author,2012
13592096,My Father's Arms Are a Boat,Stein Erik Lunde,2013
13592392,Little Cub,Olivier Dunrea,2012
13593699,I Came From the Water: One Haitian Boy's Incredible Tale of Survival,Vanita Oelschlager,2012
13593744,Cozy Classics: Pride and Prejudice,Jack Wang,2012
13595022,"The Expeditioners and the Treasure of Drowned Man's Canyon (The Expeditioners, #1)",S.S. Taylor,2012
13599792,Honey the Hero,Emlyn Chand,2012
13604735,Gimme-Jimmy,Sherrill S. Cannon,2012
13614653,Cat Tale,Michael  Hall,2012
13614670,"Seed by Seed: The Legend and Legacy of John ""Appleseed"" Chapman",Esme Raji Codell,2012
13617210,Goldilocks and the Three Dinosaurs,No listed author,2012
13623735,Always October,Bruce Coville,2012
13623795,Nelson Mandela,Kadir Nelson,2013
13623842,Charlie and the Christmas Kitty,Ree Drummond,2012
13623846,The Vengekeep Prophecies,Brian Farrey,2012
13623930,Splat Says Thank You!,Rob Scotton,2012
13624190,"Let's Go for a Drive! (Elephant & Piggie, #18)",Mo Willems,2012
13624194,hello! hello!,Matthew Cordell,2012
13633002,"Evertaster (Evertaster, #1)",Adam Glendon Sidwell,2012
13633558,Infinity and Me,Kate Hosford,2012
13634792,Davey the Detective,Emlyn Chand,2012
13642245,The Slither Sisters (Tales from Lovecraft Middle School #2),Charles Gilman,2013
13642528,The Terrible Thing That Happened to Barnaby Brocket,John Boyne,2012
13642600,A Splash of Red: The Life and Art of Horace Pippin,Jennifer Fisher Bryant,2013
13642646,Road Trip,Jim Paulsen,2013
13722228,"Kelsey Green, Reading Queen",Claudia Mills,2013
13722312,Who Says Women Can't Be Doctors?: The Story of Elizabeth Blackwell (Christy Ottaviano Books),Tanya Lee Stone,No year listed
13789029,Life with Lily (The Adventures of Lily Lapp #1),Mary Ann Kinsinger,No year listed
13789630,Back to Front and Upside Down,Claire Alexander,2012
13792593,Open This Little Book,Jesse Klausmeier,2013
13792594,It's a Tiger!,David LaRochelle,2012
13812628,The Bully Goat Grim: A Maynard Moose Tale,No listed author,No year listed
14296648,"Mira's Diary: Lost in Paris (Mira's Diary, #1)",Marissa Moss,No year listed
14342591,Dreaming Up: A Celebration of Building,Christy Hale,2012
14361553,Last Laughs: Animal Epitaphs,J. Patrick Lewis,2012
14431301,Lester's Dreadful Sweaters,K.G. Campbell,2012
14459565,Hocus Pocus Hotel,Michael Dahl,2012
14463272,Rabbityness,Jo Empson,2012
14553583,Ganesha's Sweet Tooth,Sanjay Patel,2012
14553643,A Rock Is Lively,Dianna Hutts Aston,2012
14758671,Giant Dance Party,Betsy Bird,2013
14758803,Monsters Love Colors,Mike Austin,2013
14759306,"If the Shoe Fits (Whatever After, #2)",Sarah Mlynowski,2013
14781201,"I Funny: A Middle School Story (I Funny, #1)",James Patterson,2012
14806965,Unlucky Charms,Adam Rex,2013
14820856,Building Our House,Jonathan Bean,2013
14823541,"Meanwhile, Back at the Ranch",Anne Isaacs,2014
14823568,Deep in the Sahara,Kelly Cunnane,2013
14823914,"Elizabeth, Queen of the Seas",Lynne Cox,2014
14823980,"A Fine Dessert: Four Centuries, Four Families, One Delicious Treat",Emily Jenkins,2015
14833523,Rain!,Linda Ashman,2013
14833639,Crankee Doodle,Tom Angleberger,2013
14843803,Ralph Tells a Story,Abby Hanlon,2012
14883914,My Grandfather's Coat,No listed author,2014
14949973,Super Hair-o and the Barber of Doom,John Rocco,2013
14949980,"Clementine and the Spring Trip (Clementine, #6)",Sara Pennypacker,2013
14950024,Because I'm Your Dad,Ahmet Zappa,2013
14950031,Bear and Bee,No listed author,2013
14955390,On a Beam of Light: A Story of Albert Einstein,Jennifer  Berne,2013
14992908,"No Monkeys, No Chocolate",Melissa Stewart,2013
14999726,Grandfather Gandhi,Arun Gandhi,2014
14999826,"Yoo-Hoo, Ladybug!",Mem Fox,2013
14999830,The Scraps Book,No listed author,2014
15015619,Inside Outside,Lizi Boyd,2013
15062334,Bunnies on Ice,Johanna Wright,2013
15062342,Bully,Laura Vaccaro Seeger,2013
15710450,The Fantastic Jungles of Henri Rousseau,Michelle Markel,2012
15716340,Ethan's Story; My Life With Autism,Ethan Rice,2012
15727792,"Chu's Day (Chu, #1)",Neil Gaiman,2013
15760530,"Nancy Clancy, Secret Admirer",Jane O'Connor,2013
15766602,"Zoe & Zak and the Ghost Leopard (Zoe & Zak Adventures, #1)",Lars Guignard,2012
15768811,Tea Rex,Molly Idle,2013
15778408,Everyone can Learn to Ride a Bicycle,Chris Raschka,2013
15781107,Millicent Marie Is Not My Name,Karen Pokras Toz,2012
15782899,Cheetah Can't Lose,Bob Shea,2013
15783444,Perfectly Percy,Paul Schmid,2013
15790852,The Dark,Lemony Snicket,2013
15790869,"The Sasquatch Escape (The Imaginary Veterinary, #1)",Suzanne Selfors,2013
15790874,Awesome Dawson,Chris Gall,2013
15790897,A Long Way Away,No listed author,2013
15791057,"Steam Train, Dream Train",Sherri Duskey Rinker,2013
15791063,Flora and the Flamingo,Molly Idle,2013
15791427,"Middle School: My Brother Is a Big, Fat Liar (Middle School, #3)",James Patterson,2013
15792467,Dracula: A BabyLit® Counting Primer (BabyLit Books),Jennifer Adams,No year listed
15792855,Bad Kitty School Daze,Nick Bruel,2013
15792865,Hiding Out at the Pancake Palace,Nan Marino,2013
15792869,"Athlete vs. Mathlete (Athlete vs. Mathlete, #1)",W.C. Mack,2013
15794580,The 13-Story Treehouse,Andy Griffiths,2013
15796740,One Gorilla,Anthony Browne,2013
15796751,Who's on First?,Bud Abbott,2013
15798647,Look Up!: Bird-Watching in Your Own Backyard,Annette LeBlanc Cate,2013
15798648,The Matchbox Diary,Paul Fleischman,2013
15798653,I Dare You Not to Yawn,Helene Boudreau,2013
15798661,Mouse Bird Snake Wolf,David Almond,2013
15798681,Open Very Carefully: A Book with Bite,Nick Bromley,2013
15799012,The Black Rabbit,Philippa Leathers,2013
15799182,"Bink and Gollie: Best Friends Forever (Bink & Gollie, #3)",Kate DiCamillo,2013
15802450,The Sandman and the War of Dreams (The Guardians #4),William Joyce,2030
15812147,Not Your Typical Dragon,Dan Bar-el,2013
15812153,Follow Follow,Marilyn Singer,2013
15812171,Dream Friends,You Byun,2013
15812197,Ol' Mama Squirrel,David Ezra Stein,2013
15812202,Wilfred,Ryan T.  Higgins,2013
15812347,Lucky Ducklings,Eva Moore,2013
15812770,"Stranded (Stranded, #1)",Jeff Probst,2013
15814402,Miss Moore Thought Otherwise: How Anne Carroll Moore Created Libraries for Children,Jan Pinborough,2013
15814436,Ball,Mary     Sullivan,2013
15814439,Mustache Baby,Bridget Heos,2013
15814449,Have You Seen My New Blue Socks?,Eve Bunting,2013
15814452,The Center of Everything,Linda Urban,2013
15814465,Nugget and Fang: Friends Forever--or Snack Time?,Tammi Sauer,2013
15814466,"Hollywood, Dead Ahead (43 Old Cemetery Road, #5)",Kate Klise,2013
15814500,Frogged,Vivian Vande Velde,2013
15815400,Exclamation Mark,Amy Krouse Rosenthal,2013
15815410,Hold Fast,Blue Balliett,2013
15818046,"Tito Puente, Mambo King/Tito Puente, Rey del Mambo",Monica Brown,2013
15818081,Brave Girl: Clara and the Shirtwaist Makers' Strike of 1909,Michelle Markel,2013
15818222,"Stick Dog (Stick Dog, #1)",Tom     Watson,2013
15818260,"A Dash of Magic (The Bliss Bakery, #2)",Kathryn Littlewood,2013
15818449,Pete's Big Lunch,James Dean,2013
15818453,My Brother's Book,Maurice Sendak,2013
15818579,Bully Bait,Michael Fry,2013
15841901,Take Your Last Breath (Ruby Redfort #2),Lauren Child,2013
15842622,"Like Bug Juice on a Burger (Eleanor, #2)",Julie Sternberg,2013
15842627,How to Be a Cat,Nikki McClure,2013
15842628,Pancho Rabbit and the Coyote,Duncan Tonatiuh,2013
15842655,Genie Wishes,Elisabeth Dahl,2013
15843286,When the Butterflies Came,Kimberley Griffiths Little,2013
15864322,Sparkle Box,Jill Hardie,2011
15927545,Brush of the Gods,Lenore Look,2013
15929160,Year of the Jungle,Suzanne Collins,2013
15937103,Glasswings: A Butterfly's Story,Elisa Kleven,2013
15937111,Extraordinary Jane,Hannah E. Harrison,2014
15937128,Maria Had a Little Llama / María Tenía Una Llamita,Angela  Dominguez,2013
15942646,"Isabella, Star of the Story",Jennifer Fosberry,2013
15943369,How to Hide a Lion,Helen Stephens,2012
15944408,"Please, Louise",Toni Morrison,2014
15944573,"A Big Guy Took My Ball! (Elephant & Piggie, #19)",Mo Willems,2013
15945853,The Monstore,Tara Lazar,2013
15945864,Warning: Do Not Open This Book!,Adam Lehrhaupt,2013
15953632,If You Want to See a Whale,Julie Fogliano,2013
15958035,The Candle Classic Bible. Illustrated by Alan Parry,Alan Parry,2013
15958182,My Happy Life,Rose Lagercrantz,2012
15980000,"Precious and the Mystery of Meerkat Hill (Precious Ramotswe's Very First Cases, #2)",Alexander McCall Smith,2012
15989343,Superworm,Julia Donaldson,2012
15991959,"Wednesdays in the Tower (Castle Glower, #2)",Jessica Day George,2013
15995136,La lección de August,R.J. Palacio,2012
16000413,"Yes, Let's",Galen Goodwin Longstreth,2013
16002003,The Boy Who Loved Math: The Improbable Life of Paul Erdos,Deborah Heiligman,2013
16002006,Papa's Mechanical Fish,Candace Fleming,2013
16002008,Odd Duck,Cecil Castellucci,2013
16002503,Tintenblut: Inkspell,Cornelia Funke,2012
16030686,Little Owl's Orange Scarf,Tatyana Feeney,2013
16030691,Twenty Big Trucks in the Middle of the Street,Mark Lee,2013
16043628,"Sink or Swim (Whatever After, #3)",Sarah Mlynowski,2013
16043629,The Three Little Pigs and the Somewhat Bad Wolf,Mark Teague,2013
16043631,Night Light,Nicholas Blechman,2013
16045047,Penguin on Vacation,No listed author,2013
16054808,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),Chris Grabenstein,2013
16056903,How To,Julie Morstad,2013
16057518,Advice to Little Girls,No listed author,2013
16057548,Brief Thief,Michael Escoffier,2013
16059320,Bowling Alley Bandit,Laurie Keller,2013
16059377,The Very Inappropriate Word,Jim Tobin,2013
16059382,The Quirks: Welcome to Normal,Erin Soderberg,2013
16059388,Zombelina,Kristyn Crow,2013
16060026,Escape From The Forbidden Planet,Julie Anne Grasso,2012
16064347,"Operation Bunny (Wings & Co, #1)",Sally Gardner,2012
16065378,Sense & Sensibility,Jennifer Adams,No year listed
16065924,A is for Activist,Innosanto Nagara,2012
16070132,The Awkward Owl,Shawnda Blake,No year listed
16071969,Doll Bones,Holly Black,2013
